dst_mac,src_mac,dst_ip,src_ip,dst_port,src_port,length,vlan,pcp,nop,await0,await1,prot
1d:46:01:0c:1b:0e,0b:b0:11:1a:5a:9e,212.9.117.30,181.194.143.230,43262,49229,938,737,1,54697,4,82,0
1a:b0:1d:5f:ae:09,55:e3:13:c7:73:11,48.43.226.189,121.236.189.212,23444,4815,1374,1870,7,33534,48,42,0
ef:7b:b0:24:02:ac,b9:03:1e:9e:87:3d,89.14.212.144,87.134.255.111,15776,62021,472,3968,0,35466,66,98,1
73:d8:b9:a1:4b:cb,14:af:61:9f:29:10,84.16.219.223,47.17.206.19,49917,62344,1239,716,0,40542,32,48,0
96:f8:85:99:bf:90,bd:6b:fc:c6:8d:f2,112.37.123.5,14.194.206.15,2824,13526,1377,2252,4,1609,16,16,0
18:22:46:0c:cf:d6,31:0e:e1:2d:00:a5,104.147.41.32,156.40.10.10,22350,44069,920,3124,5,63653,77,1,1
ad:59:6a:19:0e:6d,2c:5f:0f:d0:28:76,183.65.196.80,217.236.117.69,809,55309,1441,3809,2,20952,62,113,0
fd:9d:7e:e1:37:56,46:7a:1b:92:a0:de,216.48.97.192,110.97.158.3,27384,2440,1218,2672,0,27820,84,67,1
a3:3d:b8:8d:e1:f8,e1:ff:b7:8d:eb:17,61.239.119.213,227.254.19.144,18169,48042,1069,3569,5,59928,1,76,1
2b:03:9c:79:5d:70,99:82:55:1b:24:49,156.93.211.233,57.245.70.1,31998,46975,1025,276,7,48031,97,120,1
2c:5f:0f:d0:28:76,4e:e1:6c:5a:1b:d2,97.60.237.71,130.121.222.34,57963,38859,506,3595,3,5981,13,70,1
95:3e:6d:69:48:2b,fb:49:b7:72:3c:08,47.85.237.146,104.147.41.32,53568,15187,268,3160,6,46078,44,94,0
b9:03:1e:9e:87:3d,62:f9:e6:e2:06:38,11.107.1.119,86.94.61.70,21907,39181,1026,2549,2,61722,40,94,1
99:ce:10:d0:ba:32,95:0a:37:42:96:31,109.2.254.98,22.153.107.215,50565,11526,1096,400,4,20929,51,104,1
51:12:c0:08:c9:11,18:22:46:0c:cf:d6,193.123.45.209,121.236.189.212,7338,36188,1240,797,7,13882,85,34,1
1b:08:a2:4d:55:cf,e1:ff:b7:8d:eb:17,89.14.212.144,12.158.191.47,13841,43070,1013,1194,6,6788,21,114,0
27:f6:19:3b:c8:02,93:e0:d0:5e:f2:db,253.219.164.64,223.13.4.63,32225,41691,1281,2330,0,55388,117,94,0
b0:e1:6c:b7:06:ab,1b:94:43:33:ed:18,42.82.151.248,160.226.106.121,59811,63326,1227,3346,2,56246,83,2,1
0f:54:d7:84:66:80,54:9b:ef:1e:b4:4b,222.198.81.191,28.171.212.197,37557,36067,105,1550,6,15289,27,17,0
c9:1d:16:05:e3:3c,51:12:c0:08:c9:11,173.153.0.229,133.181.20.70,48723,11872,230,1999,2,50834,38,72,1
24:68:80:e1:04:fc,fb:63:ae:19:72:ab,164.92.142.73,57.190.98.49,44291,47763,1176,383,4,41252,87,36,1
b8:c4:2d:10:2c:b5,1d:46:01:0c:1b:0e,243.41.46.98,178.179.29.249,7763,45304,923,2330,0,1807,99,68,0
99:5e:6e:aa:a2:d3,2a:63:6b:5f:5c:21,29.192.234.123,200.94.176.103,26045,13529,662,1355,5,6954,1,35,1
c7:3a:e1:8a:07:59,6e:a2:ed:a8:83:bd,119.138.183.228,116.9.170.244,15166,45184,511,739,5,8182,19,110,1
07:bb:6a:fa:76:9a,21:94:5d:4a:76:f3,40.14.127.134,117.86.191.71,47723,10413,214,1223,7,6968,93,91,1
15:66:2a:e6:31:42,aa:45:d7:25:19:f3,48.156.56.147,210.57.26.132,40397,48650,1133,3784,4,16563,70,68,1
24:68:80:e1:04:fc,fd:e2:24:35:c5:88,252.201.137.59,190.20.119.25,34014,47515,1372,2135,6,33972,63,77,1
12:a1:ba:60:2a:8e,9a:2a:19:36:9b:8a,159.48.9.18,120.101.22.216,65481,13569,989,2788,4,58840,12,35,0
bb:2d:4f:14:7e:45,56:8b:84:d8:73:94,217.163.32.131,22.153.107.215,50380,12818,931,1329,1,33135,14,14,1
b2:5e:22:db:c8:2c,67:1a:63:9a:15:2c,150.138.64.105,154.180.106.188,42566,27935,1137,362,6,20424,127,50,1
39:f6:c9:ba:15:01,e1:4e:65:06:ef:2e,117.178.245.116,117.86.191.71,54678,34729,330,3701,3,51533,96,45,0
d3:81:98:0f:8b:c9,2b:f9:c9:81:9f:cc,60.61.69.163,210.57.26.132,29085,11520,1184,2313,4,48924,68,69,1
6d:79:c9:67:b9:7e,a8:3b:6f:c7:22:71,46.55.118.178,123.39.45.198,31146,15593,1462,1397,6,39185,86,87,0
54:79:3b:d3:21:2a,dd:f9:10:12:bf:94,212.9.117.30,93.3.77.109,6732,21468,1130,1704,7,57406,95,121,1
54:9b:ef:1e:b4:4b,55:e3:13:c7:73:11,224.45.157.80,137.168.253.17,8973,9836,598,440,5,53772,1,46,1
9c:9c:b6:0a:c0:b8,b7:a1:5f:f1:46:43,135.159.44.119,46.55.118.178,45999,34242,1178,1323,7,39304,78,48,0
cd:56:45:e3:61:57,b8:c4:2d:10:2c:b5,11.107.1.119,118.225.86.65,26549,30,501,1594,0,48695,9,106,1
d8:d3:15:1d:de:d4,1a:28:7c:ee:40:f3,87.134.255.111,156.93.211.233,19278,29800,813,951,5,49841,14,47,1
e1:ff:b7:8d:eb:17,fd:9d:7e:e1:37:56,57.190.98.49,232.83.104.26,55693,8711,536,765,2,30852,30,112,1
9b:da:dc:0f:db:74,bf:2c:7c:c9:20:1c,59.59.239.53,144.208.144.190,28453,30824,90,2072,0,63227,40,25,0
2e:6e:fd:06:f8:4f,b7:9a:e8:8c:9b:0c,133.181.20.70,87.45.61.88,38248,31939,1445,3183,7,65342,61,111,0
cf:b7:e3:04:06:36,21:0c:75:d4:6c:45,253.219.164.64,37.255.177.14,1290,61839,159,693,6,24747,9,112,0
95:3e:6d:69:48:2b,b7:9a:e8:8c:9b:0c,157.44.166.11,95.63.43.34,1368,15249,735,2641,6,49204,30,15,0
56:40:ee:14:47:bf,fd:e2:24:35:c5:88,150.138.64.105,40.14.127.134,21386,60083,729,3707,7,3767,43,66,0
96:19:c9:00:e3:45,b8:cb:27:3c:a1:fe,37.255.177.14,173.153.0.229,57059,51381,765,2871,1,35966,47,29,1
b8:cb:27:3c:a1:fe,3c:26:ca:41:0b:a1,90.154.22.189,102.54.37.149,30995,938,111,2739,3,23584,16,2,0
eb:4d:de:b3:42:66,9b:09:04:0b:e7:f4,241.229.23.84,220.122.63.186,7886,21302,1380,3737,6,48909,59,81,1
10:ab:d6:3e:98:57,bd:6b:fc:c6:8d:f2,8.163.244.15,237.208.91.49,22031,21714,137,1528,1,20497,127,108,1
26:0c:a7:33:18:8f,e1:4e:65:06:ef:2e,46.55.118.178,0.222.85.226,39585,59780,1349,2798,6,56268,108,61,0
e3:0e:e8:d6:b1:13,eb:25:de:6c:26:2d,249.114.121.202,134.245.88.228,48926,46851,909,42,2,47998,16,30,1
c3:a4:17:af:30:cb,e4:13:4e:f2:68:da,120.50.251.121,177.60.81.35,19725,47741,985,2303,0,12238,43,126,1
18:22:46:0c:cf:d6,69:f8:ad:6d:c7:59,148.32.149.134,229.84.102.89,33215,56729,447,822,7,41318,64,5,0
a3:3d:b8:8d:e1:f8,12:a1:ba:60:2a:8e,194.99.65.146,199.1.233.173,36003,30814,644,1076,6,62931,82,0,0
bc:fb:50:45:e9:8a,8b:d4:2e:91:4b:6d,168.247.134.137,201.102.167.209,39054,21841,783,3023,7,1827,14,44,1
6f:ea:7b:a0:97:ac,fd:e2:24:35:c5:88,10.210.135.25,93.76.75.244,55571,52463,899,2469,0,7649,104,46,1
fd:9d:7e:e1:37:56,b7:9a:e8:8c:9b:0c,6.88.229.22,12.158.191.47,46450,55158,973,2345,4,36925,9,117,0
2a:87:f7:14:8b:20,2e:a3:d3:70:56:46,106.22.15.255,47.85.237.146,22358,56203,1047,2462,6,56396,57,24,0
68:c4:b6:a9:c2:69,fb:63:ae:19:72:ab,94.77.105.248,126.160.7.208,3079,57738,932,3918,5,40706,39,22,1
eb:4d:de:b3:42:66,be:61:0a:be:90:6d,126.192.139.178,111.105.229.141,42964,17764,498,3578,5,1470,65,107,1
09:b2:d8:bf:5c:9e,62:2e:9e:de:91:3a,169.179.200.219,95.63.43.34,45657,594,482,3327,4,16971,125,66,0
6c:10:e6:7f:d2:6c,86:0c:1f:e8:e6:95,173.153.0.229,116.9.170.244,28604,54585,1463,46,5,39327,102,1,1
9a:2a:19:36:9b:8a,7e:92:b6:21:98:11,21.10.159.64,237.208.91.49,55718,32638,531,1396,6,59,6,88,0
1a:b0:1d:5f:ae:09,10:26:92:05:ee:59,165.0.218.9,59.242.239.27,23764,33639,537,2881,0,20144,28,30,1
fd:33:4a:e2:69:93,1d:46:01:0c:1b:0e,105.18.247.109,42.82.151.248,39204,56397,1130,352,1,6011,98,106,0
90:64:52:07:de:f9,b9:03:1e:9e:87:3d,133.181.20.70,178.22.42.126,61856,33028,845,3971,5,50105,71,24,1
31:0e:e1:2d:00:a5,15:b5:05:ec:29:b8,176.125.209.175,28.171.212.197,40355,13149,315,1219,3,8977,29,22,1
d8:d3:15:1d:de:d4,2e:6e:fd:06:f8:4f,124.172.153.86,60.61.69.163,1228,4200,875,1126,6,61043,96,7,0
6b:c0:b8:ab:03:fe,d0:d5:0e:a4:25:e5,117.86.191.71,137.168.253.17,59448,52579,237,184,7,50712,86,104,1
1a:b0:1d:5f:ae:09,31:eb:39:01:f9:10,136.115.41.246,244.97.70.15,54165,49186,1388,3059,7,4406,124,125,1
ff:be:e4:fd:64:48,60:64:9f:39:8b:32,111.105.229.141,93.76.75.244,14576,1279,276,2026,4,46156,123,55,1
9a:aa:b7:47:b1:67,56:8b:84:d8:73:94,240.193.25.216,21.10.159.64,40342,52550,257,1825,5,38028,6,69,0
8f:f4:11:fe:c3:d5,02:4a:b5:06:a7:83,218.162.195.91,84.16.219.223,20153,2709,827,3718,0,22312,120,19,0
d9:ad:9d:59:72:cb,2b:03:9c:79:5d:70,247.250.135.63,18.184.130.25,43657,51043,601,3189,1,15116,109,13,0
90:88:9a:88:28:90,e1:4e:65:06:ef:2e,97.60.237.71,94.56.189.125,17261,39208,365,4073,4,19123,78,66,0
cb:3a:a9:4c:3f:ce,e1:9e:50:63:c7:70,7.250.128.129,194.19.217.105,38173,28639,680,3202,6,60270,6,41,0
b2:5e:22:db:c8:2c,d9:66:a9:eb:aa:c1,72.244.48.124,234.20.48.174,11723,55939,304,2238,5,43653,119,84,0
68:c4:b6:a9:c2:69,96:19:c9:00:e3:45,8.37.141.33,177.60.81.35,48968,9081,1362,2393,7,61148,60,80,0
a1:d7:fa:65:33:ae,20:4b:e7:10:7a:46,133.151.239.34,123.39.45.198,27735,21383,1462,2492,1,36942,108,72,0
46:7a:1b:92:a0:de,51:12:c0:08:c9:11,203.104.205.246,223.200.229.98,44903,13578,750,1356,3,61028,124,113,0
65:5f:ff:ec:ca:ab,e3:8f:bd:98:66:e7,157.44.166.11,253.7.3.202,35562,30712,1255,1311,2,9249,92,72,1
02:4a:b5:06:a7:83,6c:10:e6:7f:d2:6c,237.208.91.49,84.16.219.223,62263,52479,1118,948,3,29115,85,30,0
99:5e:6e:aa:a2:d3,9c:9c:b6:0a:c0:b8,106.102.78.188,40.59.197.15,11360,48137,616,3943,0,62450,92,19,1
ca:59:d5:97:0d:e7,88:b4:6a:38:3c:71,34.138.33.187,154.221.16.57,6526,5914,1209,2201,0,51628,94,87,0
6b:c0:b8:ab:03:fe,cb:3a:a9:4c:3f:ce,169.62.68.11,135.113.236.161,43121,44370,431,3596,0,38292,68,79,1
bb:38:83:6e:08:c3,2f:ae:bd:be:a3:4a,217.236.117.69,148.32.149.134,28013,43544,927,1579,1,54480,91,55,0
c9:a9:ff:b5:a3:56,d9:ad:9d:59:72:cb,93.76.75.244,194.99.65.146,64692,10264,1133,3037,0,38932,69,21,1
bb:38:83:6e:08:c3,6b:c0:b8:ab:03:fe,173.183.142.104,222.193.189.188,33436,7324,405,185,5,39389,112,70,1
1d:46:01:0c:1b:0e,99:82:55:1b:24:49,15.9.215.166,206.101.245.215,35576,23447,888,3154,1,65245,61,83,1
a3:3e:a5:86:76:81,bf:f3:02:69:f8:fa,141.213.149.26,21.10.159.64,38106,6587,593,3561,1,4317,62,122,0
1b:94:43:33:ed:18,f4:ed:48:bd:46:d8,0.222.85.226,52.97.229.139,46983,58023,326,1725,3,31715,63,28,1
c3:a4:17:af:30:cb,32:c7:74:e3:bf:dc,47.17.206.19,229.84.102.89,38823,50217,1320,3022,1,51018,51,7,0
b0:e1:6c:b7:06:ab,55:c5:7f:fd:95:5d,252.201.137.59,61.171.103.190,46244,48185,661,772,4,44979,46,12,1
0b:b0:11:1a:5a:9e,78:aa:73:03:00:17,253.219.164.64,177.60.81.35,24193,14098,1342,2497,7,34521,0,42,1
5a:97:49:ce:c9:7a,0e:fe:cd:a9:e2:02,169.62.68.11,46.55.118.178,13563,29108,961,1793,4,59551,95,78,0
73:be:5d:f0:0f:4b,e3:8f:bd:98:66:e7,234.20.48.174,39.177.208.117,59974,12501,1409,352,3,46049,89,95,0
ad:d9:78:94:5d:a4,39:f6:c9:ba:15:01,120.50.251.121,246.216.135.73,48441,29204,736,2316,0,15775,81,25,1
2a:87:f7:14:8b:20,5e:62:93:77:55:6e,223.13.4.63,189.70.26.174,2655,4553,890,3411,6,19631,77,41,0
fd:9d:7e:e1:37:56,54:79:3b:d3:21:2a,116.130.106.211,119.138.183.228,14218,35254,586,745,4,1230,57,115,0
41:81:95:f7:6f:e6,61:87:95:90:28:ae,190.44.106.31,199.1.233.173,21287,22027,1451,3876,5,43236,89,86,0
a1:ca:73:c5:22:a3,b7:a1:5f:f1:46:43,93.76.75.244,156.93.211.233,11902,30299,283,1808,5,23270,37,23,1
a8:3b:6f:c7:22:71,0a:ae:b9:68:87:58,156.93.211.233,226.182.86.107,8018,53057,521,2225,5,7136,102,125,1
46:7a:1b:92:a0:de,eb:25:de:6c:26:2d,120.50.251.121,240.193.25.216,19289,34151,612,1584,5,3114,25,5,0
ee:7c:72:36:2c:97,c9:1d:16:05:e3:3c,116.9.170.244,217.236.117.69,44313,62006,557,3524,5,60456,116,118,0
a8:3b:6f:c7:22:71,fd:9d:7e:e1:37:56,18.184.130.25,118.225.86.65,55289,33252,411,994,4,48866,103,120,0
c9:a9:ff:b5:a3:56,b2:a7:80:af:68:2c,153.0.22.221,150.36.223.37,20547,20458,262,2503,1,4990,116,55,1
1b:c4:1c:4c:b3:f5,69:f8:ad:6d:c7:59,249.114.121.202,90.154.22.189,26591,51377,920,3493,5,5226,2,53,1
7e:92:b6:21:98:11,c5:3a:df:00:5c:9d,21.10.159.64,240.193.25.216,4700,32516,624,614,4,56613,94,46,1
a3:7e:26:23:0a:f2,d9:14:10:bd:a8:55,212.9.117.30,188.75.55.128,61003,65248,855,27,3,23584,127,42,0
fd:e2:24:35:c5:88,b8:c4:2d:10:2c:b5,137.168.253.17,173.183.142.104,51789,3854,669,827,6,12969,2,47,0
fd:9d:7e:e1:37:56,77:05:3e:70:d9:05,232.43.151.25,37.255.177.14,30311,39967,829,966,5,48386,65,82,1
e4:13:4e:f2:68:da,a3:df:e6:05:82:eb,106.102.78.188,6.88.229.22,57011,5384,1134,2867,1,55230,22,16,1
a1:ca:73:c5:22:a3,18:22:46:0c:cf:d6,173.199.154.54,217.236.117.69,41013,42747,367,2622,5,58731,50,61,1
96:19:c9:00:e3:45,ae:ad:6f:3e:e9:ac,230.1.32.206,119.138.183.228,62307,25358,352,1465,2,61413,42,6,0
c3:a4:17:af:30:cb,8f:f4:11:fe:c3:d5,180.138.144.108,255.166.201.205,37078,45680,985,2139,4,41355,117,21,1
60:64:9f:39:8b:32,ac:9f:9d:fb:fe:67,133.181.20.70,104.147.41.32,8087,10592,895,739,3,17837,25,11,1
d9:65:03:79:2d:20,a3:df:e6:05:82:eb,48.156.56.147,90.154.22.189,9973,45233,1240,3747,1,60076,19,14,0
d3:e4:09:a2:08:fd,b7:a1:5f:f1:46:43,228.241.7.27,203.104.205.246,46861,1739,940,475,4,49974,41,112,0
24:68:80:e1:04:fc,f4:ed:48:bd:46:d8,122.108.164.115,177.60.81.35,36473,50842,949,1943,4,13882,7,51,0
bd:6b:fc:c6:8d:f2,68:c4:b6:a9:c2:69,93.3.77.109,43.85.203.255,43787,58046,1223,13,2,19979,112,87,1
e3:8f:bd:98:66:e7,7e:47:ef:1d:69:72,188.1.193.107,156.40.10.10,33059,60258,602,1326,0,56190,14,11,1
54:79:3b:d3:21:2a,f4:ed:48:bd:46:d8,207.178.2.147,48.156.56.147,19005,16343,1369,456,0,45766,85,1,0
d0:d5:0e:a4:25:e5,47:18:11:96:19:80,126.160.7.208,23.90.116.248,12562,20094,559,738,3,4439,101,73,0
55:e3:13:c7:73:11,1c:80:c9:0b:08:1e,94.7.178.20,64.117.227.189,62778,23556,209,1005,7,48314,16,30,1
e0:57:9b:1a:32:c9,6e:ae:0c:87:4f:94,103.46.94.79,232.43.151.25,19257,25358,184,4086,4,7236,71,66,1
fd:e2:24:35:c5:88,c9:1d:16:05:e3:3c,46.55.118.178,5.186.243.180,6587,24382,167,1512,2,10932,42,123,1
0e:fe:cd:a9:e2:02,9a:2a:19:36:9b:8a,144.208.144.190,228.95.35.154,2031,31931,1057,164,0,27249,14,6,0
68:f1:1b:f5:88:39,21:0c:75:d4:6c:45,43.85.203.255,186.36.132.123,57353,45428,1349,3184,0,57106,39,71,1
b8:cb:27:3c:a1:fe,d9:66:a9:eb:aa:c1,200.94.176.103,13.34.253.228,10479,45484,199,790,4,33610,72,76,0
90:88:9a:88:28:90,a3:3e:a5:86:76:81,18.240.133.44,232.43.151.25,33603,44209,222,3607,6,424,95,35,1
2a:63:6b:5f:5c:21,c7:3a:e1:8a:07:59,87.134.255.111,94.56.189.125,62800,61830,1076,2836,0,57830,26,100,0
bb:2d:4f:14:7e:45,a8:3b:6f:c7:22:71,156.40.10.10,79.40.179.120,15035,8815,898,735,7,60572,85,95,0
24:68:80:e1:04:fc,9a:46:33:cc:a7:ea,130.121.222.34,168.247.134.137,37165,58893,1417,3321,4,1048,100,112,0
46:7a:1b:92:a0:de,a3:7e:26:23:0a:f2,103.46.94.79,176.125.209.175,10440,60643,562,950,0,16914,1,99,1
eb:25:de:6c:26:2d,42:6f:32:f0:b9:cc,58.30.252.159,10.210.135.25,28098,46134,717,3551,3,29795,73,87,0
60:64:9f:39:8b:32,39:f6:c9:ba:15:01,160.226.106.121,246.18.194.187,46325,2023,1257,2070,0,59155,21,79,1
54:8a:f4:de:38:f8,b2:a7:80:af:68:2c,47.17.206.19,169.179.200.219,38910,2418,636,955,2,32400,114,55,0
40:1e:fc:b2:58:40,b8:cb:27:3c:a1:fe,137.168.253.17,43.96.119.196,17212,15331,362,2567,3,45612,107,53,0
96:f8:85:99:bf:90,22:e7:e5:eb:bf:93,220.122.63.186,13.34.253.228,12987,44113,831,3917,1,6993,103,122,0
93:53:33:07:0e:0f,5b:f6:20:2b:8c:ae,211.80.37.93,206.101.245.215,64874,19678,978,994,0,30999,65,35,1
0a:ae:b9:68:87:58,0c:fe:1d:ef:e0:28,87.45.61.88,193.123.45.209,46838,49345,184,1889,1,40106,67,73,1
d3:81:98:0f:8b:c9,e7:de:95:dd:72:15,102.54.37.149,93.3.77.109,17546,43325,416,2088,2,17784,92,10,0
b0:e1:6c:b7:06:ab,43:ad:4c:b1:4c:8d,21.99.110.14,18.240.133.44,34485,9065,717,255,6,13365,88,21,0
1c:80:c9:0b:08:1e,6f:ea:7b:a0:97:ac,118.225.86.65,232.83.104.26,58809,23287,984,341,5,52861,54,4,1
32:c7:74:e3:bf:dc,3c:26:ca:41:0b:a1,110.4.151.133,104.147.41.32,47537,48200,901,451,6,1784,58,111,0
08:5d:87:af:14:57,2b:03:9c:79:5d:70,130.121.222.34,112.37.123.5,34499,7065,297,2546,1,5662,56,116,1
c5:3a:df:00:5c:9d,ba:82:01:5f:25:04,232.43.151.25,237.208.91.49,28373,59031,977,3496,1,2894,17,60,0
2a:63:6b:5f:5c:21,2b:09:2a:32:20:85,255.166.201.205,200.94.176.103,20870,34689,1428,2146,7,64612,65,46,1
d3:e4:09:a2:08:fd,a3:3d:b8:8d:e1:f8,218.162.195.91,173.199.154.54,49436,30828,388,1753,2,8266,76,110,0
81:f3:00:1b:2f:83,b2:a7:80:af:68:2c,104.147.41.32,38.47.105.204,43988,16686,1421,2872,0,50368,17,58,1
99:82:55:1b:24:49,4e:95:db:04:01:a0,194.19.217.105,234.182.45.216,20795,22963,1410,2349,4,38540,119,7,1
bc:fb:50:45:e9:8a,cd:56:45:e3:61:57,253.219.164.64,169.62.68.11,53293,9619,669,151,3,40640,46,108,1
6c:ca:cb:39:98:dd,32:c7:74:e3:bf:dc,7.250.128.129,107.93.180.28,60538,3093,317,1957,5,48544,124,16,0
b1:e6:ba:eb:6d:18,ad:d9:78:94:5d:a4,153.0.22.221,190.20.119.25,21887,4645,902,723,4,62387,65,86,1
c9:a9:ff:b5:a3:56,2a:63:6b:5f:5c:21,93.76.75.244,120.101.22.216,2886,21508,1414,2343,6,63333,86,69,0
2c:5f:0f:d0:28:76,c3:a4:17:af:30:cb,253.219.164.64,88.156.194.252,49439,12532,1472,3861,5,52381,84,1,0
26:0c:a7:33:18:8f,90:88:9a:88:28:90,112.170.45.31,105.166.83.31,52500,25849,364,3444,2,36659,34,117,1
fb:69:dd:e7:f8:75,e6:c9:de:7f:f2:5e,188.75.55.128,121.236.189.212,16257,19904,110,2556,2,33687,120,53,1
ff:be:e4:fd:64:48,42:6f:32:f0:b9:cc,232.11.209.119,7.250.128.129,19505,24884,1357,247,6,11667,117,27,0
41:81:95:f7:6f:e6,86:cc:8d:81:33:fa,149.182.77.248,216.48.97.192,48382,8538,381,2512,0,41645,109,62,0
31:0e:e1:2d:00:a5,0c:fe:1d:ef:e0:28,104.147.41.32,87.236.202.129,16364,25507,1192,3340,1,61248,27,10,0
ee:45:44:7f:fb:a1,b4:53:d4:65:f0:79,121.254.100.71,165.0.218.9,1674,36935,184,91,2,48702,46,82,1
9a:aa:b7:47:b1:67,d9:66:a9:eb:aa:c1,121.254.100.71,233.5.241.225,51421,13910,323,2080,2,32830,26,21,1
af:04:e4:4e:78:d2,2a:3d:43:68:0f:d7,61.239.119.213,150.36.223.37,19102,26954,988,3655,2,20211,56,104,1
ce:e1:c5:ae:2b:45,86:cc:8d:81:33:fa,177.60.81.35,232.43.151.25,5896,29996,321,610,2,4611,75,52,0
55:e3:13:c7:73:11,e1:4e:65:06:ef:2e,236.123.99.211,239.133.225.54,11584,14237,775,1598,1,39571,72,61,0
bf:f3:02:69:f8:fa,94:67:63:d9:8f:c3,233.5.241.225,227.254.19.144,61415,29963,545,1419,3,2685,96,67,0
15:b5:05:ec:29:b8,56:8b:84:d8:73:94,52.58.189.234,169.62.68.11,41292,45176,117,1204,6,54948,50,39,1
1d:46:01:0c:1b:0e,86:0c:1f:e8:e6:95,52.58.189.234,40.14.127.134,1726,16697,76,1073,3,17957,106,85,1
6c:10:e6:7f:d2:6c,da:dc:4e:80:32:be,178.22.42.126,107.93.180.28,35708,48785,684,3291,2,17073,14,83,0
70:50:66:5e:be:ad,22:e7:e5:eb:bf:93,173.199.154.54,93.76.75.244,63891,16908,1071,2791,6,47565,74,97,1
70:50:66:5e:be:ad,1c:80:c9:0b:08:1e,46.55.118.178,200.96.160.79,54491,54158,438,282,7,51723,119,15,1
e3:52:18:0c:c2:7c,99:82:55:1b:24:49,80.196.253.241,241.229.23.84,29727,39341,609,695,1,42232,31,8,1
5b:f6:20:2b:8c:ae,56:40:ee:14:47:bf,96.171.130.202,94.77.105.248,60165,48704,579,1224,0,31315,35,5,0
12:fc:04:cb:3f:c8,42:6f:32:f0:b9:cc,211.80.37.93,224.45.157.80,7434,43339,949,1038,4,9124,74,3,1
95:3e:6d:69:48:2b,d9:65:03:79:2d:20,93.3.77.109,194.19.217.105,64457,64799,964,613,1,21953,104,85,0
6e:a2:ed:a8:83:bd,2a:87:f7:14:8b:20,232.83.104.26,62.212.208.208,60664,1315,599,3883,1,41907,125,21,0
2a:87:f7:14:8b:20,43:ad:4c:b1:4c:8d,253.7.3.202,178.179.29.249,59978,31619,197,353,7,43084,117,28,0
1a:b0:1d:5f:ae:09,21:0c:75:d4:6c:45,103.46.94.79,236.123.99.211,9197,59641,891,1951,1,41978,31,86,1
ce:e1:c5:ae:2b:45,e1:9e:50:63:c7:70,124.172.153.86,239.133.225.54,21186,64494,297,3090,4,37613,41,63,1
65:5f:ff:ec:ca:ab,a1:ca:73:c5:22:a3,37.255.177.14,18.240.133.44,52292,4663,406,1662,2,11747,44,25,0
6e:ae:0c:87:4f:94,55:a2:6c:f6:bf:b7,153.0.22.221,243.41.46.98,58472,54765,860,1717,3,56418,11,116,0
0f:7c:44:6c:00:93,68:c4:b6:a9:c2:69,72.244.48.124,247.250.135.63,17932,39546,486,1327,5,25226,6,23,1
2b:f9:c9:81:9f:cc,ab:a7:7e:88:7c:52,40.59.197.15,107.93.180.28,8637,2079,486,2057,0,22242,89,64,1
56:40:ee:14:47:bf,d9:14:10:bd:a8:55,102.54.37.149,110.97.158.3,49481,43807,1266,2426,2,12650,70,68,0
46:7a:1b:92:a0:de,54:8a:f4:de:38:f8,121.254.100.71,156.40.10.10,15492,37175,813,2225,3,17922,0,47,0
dd:f9:10:12:bf:94,e7:de:95:dd:72:15,223.200.229.98,201.250.252.138,40801,16831,1305,4043,1,22449,64,17,0
b2:5e:22:db:c8:2c,02:4a:b5:06:a7:83,233.5.241.225,29.192.234.123,15303,2069,872,277,6,19568,101,47,0
9b:da:dc:0f:db:74,2c:5f:0f:d0:28:76,52.97.229.139,106.102.78.188,31857,21134,1208,1592,3,35653,36,26,1
7e:92:b6:21:98:11,b4:53:d4:65:f0:79,72.244.48.124,194.19.217.105,53270,34027,1272,1040,5,25014,73,115,0
ac:9f:9d:fb:fe:67,0f:7c:44:6c:00:93,145.150.127.180,205.253.138.123,9700,31188,485,889,2,17334,16,111,0
46:7a:1b:92:a0:de,d3:e4:09:a2:08:fd,224.45.157.80,105.166.83.31,12174,35680,305,1934,6,60159,65,21,1
2a:87:f7:14:8b:20,d3:81:98:0f:8b:c9,91.203.31.66,87.45.61.88,19133,55614,500,666,3,12668,123,44,0
76:d5:47:1c:32:f3,60:3d:25:f8:2a:88,47.85.237.146,122.108.164.115,33372,20546,1034,1861,3,6184,85,31,1
2a:87:f7:14:8b:20,6b:c0:b8:ab:03:fe,13.34.253.228,236.123.99.211,18171,35418,1253,2745,2,50628,57,47,1
7e:47:ef:1d:69:72,d8:d3:15:1d:de:d4,59.242.239.27,156.40.10.10,39021,18346,550,3017,0,54740,92,97,1
9d:ea:aa:4f:6e:6d,d9:65:03:79:2d:20,126.160.7.208,164.170.241.102,2153,65298,1436,1224,6,50471,30,9,0
bd:3e:11:f3:f8:a6,8a:f3:0a:9d:97:63,101.149.150.193,194.99.65.146,33256,4752,343,3021,3,51160,46,111,1
cb:3a:a9:4c:3f:ce,d9:14:10:bd:a8:55,17.119.185.55,178.183.4.201,48116,37806,1448,2975,1,35549,100,14,1
bf:2c:7c:c9:20:1c,76:d5:47:1c:32:f3,105.18.247.109,136.173.120.87,30267,10020,854,1779,7,15237,54,26,0
c3:70:ac:14:fb:5e,b8:cb:27:3c:a1:fe,160.226.106.121,87.134.255.111,41088,12993,1322,1077,4,52229,33,85,1
55:df:b6:03:bf:b9,2a:3d:43:68:0f:d7,14.175.64.221,18.240.133.44,19413,20892,1468,1095,4,27223,61,22,0
